Date,Open,High,Low,Close,Volume
25-Jan-12,122.51,125.52,121.07,125.03,4876730
24-Jan-12,123.20,123.40,121.00,121.75,4880134
23-Jan-12,123.34,126.80,123.34,123.93,7131771
20-Jan-12,122.95,124.54,121.50,122.80,6040018
19-Jan-12,127.46,127.53,123.00,123.62,10796607
18-Jan-12,128.83,129.73,125.31,126.07,6591095
17-Jan-12,131.30,131.50,128.60,128.85,6151171
13-Jan-12,127.41,127.41,127.41,127.41,0
12-Jan-12,129.00,130.25,127.67,128.30,4909618
11-Jan-12,126.47,128.59,125.53,128.19,5332691
10-Jan-12,124.21,127.30,124.00,126.88,6931494
9-Jan-12,122.97,122.97,117.17,120.12,5594836
6-Jan-12,123.72,124.11,120.00,120.15,3395634
5-Jan-12,121.10,124.00,120.68,123.27,4774484
4-Jan-12,122.75,123.60,121.15,121.99,4401704
3-Jan-12,120.00,125.14,120.00,124.29,7314087
30-Dec-11,116.47,116.47,116.47,116.47,0
29-Dec-11,116.02,116.38,113.17,114.72,4212490
28-Dec-11,116.03,117.66,115.02,116.50,3746838
27-Dec-11,117.08,117.93,115.83,116.25,2602086
23-Dec-11,117.71,117.71,117.71,117.71,0
22-Dec-11,113.14,116.75,112.75,115.56,4519920
21-Dec-11,117.39,117.39,111.00,112.97,6655563
20-Dec-11,114.00,118.78,112.21,118.40,7258192
19-Dec-11,113.93,114.99,111.07,111.45,4955483
16-Dec-11,114.48,116.17,110.90,114.52,8988469
15-Dec-11,119.11,119.29,110.69,114.34,10196173
14-Dec-11,120.03,120.20,115.82,117.97,7148053
13-Dec-11,127.89,128.38,121.66,122.22,6812346
12-Dec-11,128.54,128.80,125.25,127.65,4122673
9-Dec-11,126.71,131.00,125.56,130.52,4770547
8-Dec-11,128.37,130.38,126.37,126.63,3919020
7-Dec-11,130.53,131.50,127.26,129.33,3526395
6-Dec-11,134.22,135.48,130.03,131.25,4556868
5-Dec-11,136.44,137.21,133.80,134.63,4423085
2-Dec-11,136.49,136.63,133.64,134.09,3485449
1-Dec-11,130.15,135.99,130.10,134.83,5195538
30-Nov-11,131.31,131.65,129.10,130.99,6119368
29-Nov-11,127.40,127.50,124.67,124.92,4574719
28-Nov-11,125.45,127.68,123.61,126.81,6409607
25-Nov-11,118.60,121.36,118.44,119.91,2792352
23-Nov-11,119.55,119.55,119.55,119.55,0
22-Nov-11,123.48,127.05,121.88,124.28,4560628
21-Nov-11,123.36,124.82,118.00,124.17,8812979
18-Nov-11,131.96,131.96,126.05,126.93,5629357
17-Nov-11,137.79,137.99,128.93,131.10,7514820
16-Nov-11,139.80,140.40,137.74,138.10,4088824
15-Nov-11,138.02,141.35,137.64,140.74,5227105
14-Nov-11,137.00,140.20,136.50,138.88,3389891
11-Nov-11,137.39,138.22,135.00,137.76,3593442
10-Nov-11,138.18,138.64,133.60,135.68,4303402
9-Nov-11,139.50,140.25,135.73,136.17,5561624
8-Nov-11,141.60,142.72,138.60,141.94,4853871
7-Nov-11,142.66,143.89,139.60,140.78,4215272
4-Nov-11,142.94,143.60,138.95,143.18,4675321
3-Nov-11,142.82,144.94,140.00,143.50,6303390
2-Nov-11,139.80,141.88,139.33,140.55,6820493
1-Nov-11,133.37,136.99,132.80,135.05,6995205
31-Oct-11,140.74,143.91,138.79,140.18,6466043
28-Oct-11,145.00,147.68,142.64,144.62,13959191
27-Oct-11,137.17,140.00,133.80,138.39,14125366
26-Oct-11,130.70,131.98,125.58,130.80,9534688
25-Oct-11,132.18,132.18,126.20,127.98,7109974
24-Oct-11,123.66,132.85,123.50,132.02,9555117
21-Oct-11,126.16,126.29,119.58,122.16,8098175
20-Oct-11,122.38,125.82,121.66,123.87,8537288
19-Oct-11,130.82,133.98,125.35,126.23,7873552
18-Oct-11,133.98,133.98,126.56,132.37,9795504
17-Oct-11,136.29,138.38,134.22,135.61,7153978
14-Oct-11,138.52,138.53,135.00,137.60,8228755
13-Oct-11,130.70,133.30,127.85,132.97,9253643
12-Oct-11,130.20,134.85,129.51,130.83,10930554
11-Oct-11,123.88,129.75,122.25,129.47,8920930
10-Oct-11,120.86,127.54,119.48,124.54,9047892
7-Oct-11,123.24,123.53,115.54,119.21,10147719
6-Oct-11,113.51,120.92,113.01,120.89,12918710
5-Oct-11,108.99,111.24,103.86,111.17,13267930
4-Oct-11,103.70,110.22,102.00,110.09,11705744
3-Oct-11,104.71,109.22,104.40,105.16,11564592
30-Sep-11,102.87,114.87,100.95,106.91,22567320
29-Sep-11,124.23,124.39,106.37,110.29,25017436
28-Sep-11,127.11,128.50,120.73,121.42,7632001
27-Sep-11,126.68,130.77,126.11,127.72,9557508
26-Sep-11,124.77,125.00,114.30,122.56,11565557
23-Sep-11,121.51,125.00,120.67,123.40,9647760
22-Sep-11,134.37,134.73,119.61,123.18,17808742
21-Sep-11,141.09,143.36,138.27,138.33,7322296
20-Sep-11,146.06,150.46,138.58,139.94,13433468
19-Sep-11,144.96,146.50,142.02,145.64,6196240
16-Sep-11,146.91,147.94,145.50,146.95,5027761
15-Sep-11,148.50,149.05,145.51,147.17,5965839
14-Sep-11,145.67,149.29,144.36,147.48,7817794
13-Sep-11,144.61,145.25,142.60,144.58,4746629
12-Sep-11,141.64,145.00,140.65,144.23,5139478
9-Sep-11,146.30,148.30,142.03,143.63,7596559
8-Sep-11,144.95,149.62,144.80,147.01,7230280
7-Sep-11,144.19,146.86,141.30,146.05,8432114
6-Sep-11,135.80,143.50,135.51,143.19,7001749
2-Sep-11,140.00,141.84,137.73,140.45,5831477
1-Sep-11,145.03,147.40,143.70,144.29,5501477
31-Aug-11,150.62,151.11,142.82,145.78,9330585
30-Aug-11,141.93,149.80,141.50,148.35,10787294
29-Aug-11,143.35,143.81,140.79,143.30,6711138
26-Aug-11,133.43,140.00,132.31,139.70,9942215
25-Aug-11,135.74,136.50,132.32,133.09,6060051
24-Aug-11,136.47,137.86,131.06,133.68,9298591
23-Aug-11,129.00,136.50,128.06,136.36,10007479
22-Aug-11,132.32,132.87,125.78,126.65,9327296
19-Aug-11,126.31,135.65,125.11,126.98,14506167
18-Aug-11,132.00,133.37,126.61,128.77,14249518
17-Aug-11,137.28,138.37,132.10,137.96,11735693
16-Aug-11,138.56,139.46,134.37,136.92,17193132
15-Aug-11,152.00,152.09,142.70,144.64,14646338
12-Aug-11,151.64,151.98,149.35,150.15,7496815
11-Aug-11,143.95,151.49,141.70,148.15,11655008
10-Aug-11,140.56,145.99,138.25,140.79,12165570
9-Aug-11,0.00,143.85,133.00,143.64,16143176
8-Aug-11,132.10,137.00,128.77,130.45,14081282
5-Aug-11,145.90,147.20,134.73,140.99,14898702
4-Aug-11,148.55,149.59,143.41,143.92,9657317
3-Aug-11,149.03,155.00,145.26,152.43,11448460
2-Aug-11,158.29,160.80,152.58,152.92,7743622
1-Aug-11,161.70,161.90,155.21,158.93,8099465
29-Jul-11,154.93,158.46,152.34,157.07,9803772
28-Jul-11,160.96,162.73,156.55,158.34,8252856
27-Jul-11,163.50,165.89,159.50,161.24,9793157
26-Jul-11,163.56,165.96,162.10,164.36,17769392
25-Jul-11,153.32,157.90,152.76,156.54,12332563
22-Jul-11,151.28,155.00,151.00,154.00,5649746
21-Jul-11,155.00,155.50,149.63,150.17,10218087
20-Jul-11,154.00,155.90,151.76,154.99,8490583
19-Jul-11,150.22,152.75,149.72,152.56,7477084
18-Jul-11,145.94,148.80,145.00,148.13,6593742
15-Jul-11,145.15,147.24,143.67,146.93,8347587
14-Jul-11,142.95,144.36,139.81,140.82,6756795
13-Jul-11,142.11,144.50,141.86,142.29,6512567
12-Jul-11,141.72,142.30,137.70,138.94,8729597
11-Jul-11,144.95,146.99,141.02,142.40,7877856
8-Jul-11,142.82,147.80,140.62,147.78,7759865
7-Jul-11,147.22,148.44,145.07,147.01,6925537
6-Jul-11,144.49,146.68,143.00,145.84,6982615
5-Jul-11,145.81,146.30,142.92,145.87,9713920
1-Jul-11,143.35,143.35,143.35,143.35,0
30-Jun-11,138.26,140.25,137.25,140.13,9461348
29-Jun-11,137.74,137.96,135.37,137.58,7948663
28-Jun-11,134.00,137.00,133.50,136.17,7972439
27-Jun-11,129.19,134.24,129.19,133.17,7432900
24-Jun-11,130.46,131.44,127.75,128.68,9914981
23-Jun-11,121.84,129.35,121.51,129.22,10402712
22-Jun-11,127.01,127.48,124.50,124.87,8932375
21-Jun-11,121.23,127.75,120.81,127.71,11291675
20-Jun-11,117.11,120.97,116.60,118.28,8119469
17-Jun-11,119.49,119.79,116.58,117.68,11404264
16-Jun-11,120.10,121.90,114.14,116.24,13124191
15-Jun-11,123.51,123.81,118.32,118.84,11563917
14-Jun-11,120.81,125.35,120.61,124.82,10262522
13-Jun-11,121.29,123.75,117.53,118.03,10566693
10-Jun-11,122.62,124.72,121.08,121.69,8989060
9-Jun-11,121.49,124.38,118.90,123.21,13718172
8-Jun-11,124.53,126.33,119.88,120.67,13080776
7-Jun-11,127.88,128.39,121.12,124.82,16900189
6-Jun-11,132.81,134.74,125.90,126.97,9971353
3-Jun-11,136.36,139.09,132.50,133.21,8892952
2-Jun-11,132.81,138.67,132.76,138.49,8352262
1-Jun-11,135.00,137.15,132.15,132.47,6868455
31-May-11,136.84,137.20,134.25,135.71,5507331
27-May-11,133.93,133.93,133.93,133.93,0
26-May-11,130.28,130.63,127.78,129.95,6194816
25-May-11,129.21,132.42,129.15,129.54,5627661
24-May-11,131.51,131.56,129.00,129.26,5580380
23-May-11,130.50,131.13,128.71,129.47,8098044
20-May-11,135.57,136.33,133.85,134.69,5854374
19-May-11,132.55,136.25,132.14,135.88,7793865
18-May-11,132.88,133.71,131.33,131.84,6456636
17-May-11,127.87,131.95,124.66,131.81,14000373
16-May-11,129.07,135.50,127.36,127.77,12905451
13-May-11,137.15,137.39,131.02,131.28,13656170
12-May-11,137.71,139.27,135.65,138.20,6914633
11-May-11,142.00,142.56,137.60,138.90,6237925
10-May-11,143.42,143.69,140.57,142.24,5433353
9-May-11,142.26,143.33,139.61,142.62,4640691
6-May-11,142.50,143.51,140.55,141.26,6630308
5-May-11,137.20,142.48,136.51,140.19,7574294
4-May-11,138.76,141.85,134.28,139.01,13977593
3-May-11,147.83,148.40,136.50,139.84,15593299
2-May-11,149.93,150.50,147.11,147.47,5966920
29-Apr-11,147.80,150.89,147.20,148.52,8935708
28-Apr-11,151.47,156.04,146.35,148.25,17182088
27-Apr-11,153.60,153.67,146.18,151.11,12070305
26-Apr-11,152.95,154.89,149.67,152.37,8692470
25-Apr-11,149.16,152.58,148.69,151.96,6293200
21-Apr-11,148.65,148.65,148.65,148.65,0
20-Apr-11,152.70,154.00,148.45,149.31,7663775
19-Apr-11,146.25,150.00,145.66,149.90,9671470
18-Apr-11,145.19,145.95,141.16,145.89,8017999
15-Apr-11,146.81,147.30,144.52,146.81,5679247
14-Apr-11,145.62,147.25,144.68,147.01,7452364
13-Apr-11,143.34,146.23,142.21,145.69,9409323
12-Apr-11,145.28,145.28,140.08,140.71,9149096
11-Apr-11,147.41,148.92,143.50,145.68,16619525
8-Apr-11,140.10,142.50,139.65,141.88,7838405
7-Apr-11,137.38,139.21,136.20,139.10,6105053
6-Apr-11,142.17,142.95,136.02,137.25,8912724
5-Apr-11,143.20,143.48,140.30,141.65,5826901
4-Apr-11,140.00,143.11,138.90,143.11,8118709
1-Apr-11,138.45,139.44,137.30,138.83,7247588
31-Mar-11,136.23,137.89,135.50,137.81,4953632
30-Mar-11,138.25,138.53,135.50,136.38,7555471
29-Mar-11,133.12,136.24,132.80,136.00,5233292
28-Mar-11,136.13,136.30,133.40,133.67,6490523
25-Mar-11,134.33,136.49,134.00,134.92,9328600
24-Mar-11,134.49,135.00,130.81,133.48,9871197
23-Mar-11,126.91,133.97,126.01,132.58,13591490
22-Mar-11,124.44,127.33,123.68,127.09,6790256
21-Mar-11,122.05,124.88,121.85,124.00,5752909
18-Mar-11,122.37,123.30,120.50,120.50,6063954
17-Mar-11,122.51,123.95,120.88,121.64,6149292
16-Mar-11,123.02,125.09,119.41,120.56,8217732
15-Mar-11,119.00,123.27,118.00,122.23,6402326
14-Mar-11,124.10,125.40,121.85,124.06,6233156
11-Mar-11,119.56,125.30,119.25,124.96,6859285
10-Mar-11,117.99,121.50,117.10,120.87,6272991
9-Mar-11,120.12,120.61,118.30,119.75,4002384
8-Mar-11,119.98,121.60,118.25,120.18,3477246
7-Mar-11,123.10,123.23,117.81,120.18,5156924
4-Mar-11,122.50,123.58,121.70,122.34,4483294
3-Mar-11,121.80,122.14,120.22,121.85,4044269
2-Mar-11,117.21,120.23,117.21,119.49,3720695
1-Mar-11,119.72,120.55,117.00,117.83,5784776
28-Feb-11,122.74,123.12,119.75,121.16,4378131
25-Feb-11,120.50,121.72,119.62,120.59,4829182
24-Feb-11,116.71,119.86,115.50,118.81,6793307
23-Feb-11,120.20,121.48,112.95,115.90,11790862
22-Feb-11,123.53,123.74,118.95,120.28,9447241
18-Feb-11,126.80,126.80,126.80,126.80,0
17-Feb-11,129.15,129.26,127.78,128.54,3603287
16-Feb-11,128.67,129.75,127.36,128.71,4244829
15-Feb-11,128.54,129.28,126.81,128.04,4705431
14-Feb-11,130.95,131.63,128.28,128.81,7894946
11-Feb-11,126.71,129.65,125.30,129.58,8110916
10-Feb-11,122.73,125.90,121.63,125.79,7490974
9-Feb-11,121.55,124.55,121.23,123.01,8517695
8-Feb-11,119.00,120.16,118.25,119.84,4289017
7-Feb-11,118.08,120.50,117.30,118.96,7640093
4-Feb-11,118.58,118.90,116.88,117.68,4834085
3-Feb-11,118.25,118.85,116.67,118.50,6389691
2-Feb-11,118.11,119.21,117.83,118.02,8686531
1-Feb-11,116.39,119.21,115.10,118.73,22003564
31-Jan-11,107.51,109.19,106.11,108.63,10398295
28-Jan-11,109.49,109.75,104.83,106.54,7939839
27-Jan-11,108.08,109.92,107.20,109.05,6450777
26-Jan-11,105.98,108.57,105.76,107.95,5543110
25-Jan-11,104.51,107.55,104.40,105.89,6044132
24-Jan-11,105.42,106.45,101.43,106.36,9739787
21-Jan-11,105.80,105.80,105.80,105.80,0
20-Jan-11,106.08,106.76,104.37,105.66,8070423
19-Jan-11,108.00,108.96,106.66,107.31,6534229
18-Jan-11,107.33,109.25,106.76,108.15,5916884
14-Jan-11,107.73,107.73,107.73,107.73,0
13-Jan-11,105.25,107.95,105.23,106.25,7245076
12-Jan-11,106.80,106.80,105.18,105.93,4239421
11-Jan-11,106.50,107.38,105.37,106.28,5373336
10-Jan-11,105.77,106.64,104.91,105.98,6004605
7-Jan-11,105.19,105.19,105.19,105.19,0
6-Jan-11,105.04,106.16,103.52,105.16,8623197
5-Jan-11,100.50,104.66,100.11,104.63,8656044
4-Jan-11,100.00,101.41,99.51,100.97,7201120
3-Jan-11,99.98,99.98,99.98,99.98,0
31-Dec-10,98.00,98.24,96.53,96.53,4209211
30-Dec-10,99.03,99.15,98.12,98.21,3031762
29-Dec-10,99.28,99.64,98.70,99.11,3020472
28-Dec-10,99.25,100.13,98.36,98.71,5066542
27-Dec-10,98.69,100.20,97.87,100.13,5514126
23-Dec-10,100.16,100.16,100.16,100.16,0
22-Dec-10,101.09,101.93,99.69,100.50,5171183
21-Dec-10,99.13,101.50,99.01,101.25,8032244
20-Dec-10,99.10,99.20,94.33,98.79,13383261
17-Dec-10,100.04,100.47,97.94,98.74,10659168
16-Dec-10,99.89,99.89,97.35,98.31,15228815
15-Dec-10,106.03,107.44,99.82,100.20,21103136
14-Dec-10,108.51,108.74,106.00,106.62,7131070
13-Dec-10,108.19,110.38,108.03,108.31,7774497
10-Dec-10,107.75,108.57,107.18,107.86,5682413
9-Dec-10,108.40,109.00,107.11,108.07,5731577
8-Dec-10,110.15,110.15,107.66,108.07,5769787
7-Dec-10,111.98,112.08,109.63,109.68,7131682
6-Dec-10,110.01,111.72,109.01,110.23,10705437
3-Dec-10,105.50,109.87,105.34,109.23,9365692
2-Dec-10,107.01,108.30,105.77,106.37,7917399
1-Dec-10,107.84,107.92,105.94,106.81,6843735
30-Nov-10,106.86,107.20,104.38,105.05,9377803
29-Nov-10,109.51,110.64,106.86,107.38,8812785
26-Nov-10,107.86,109.66,107.55,109.37,4503048
24-Nov-10,109.00,109.00,109.00,109.00,0
23-Nov-10,106.69,107.67,105.33,106.31,7751190
22-Nov-10,108.90,109.61,106.51,108.87,8068652
19-Nov-10,107.81,109.18,106.58,108.59,7512100
18-Nov-10,109.67,110.50,107.27,108.14,10180690
17-Nov-10,104.36,108.44,104.01,106.92,11247853
16-Nov-10,108.00,109.17,103.11,103.60,16550496
15-Nov-10,110.15,111.18,108.42,108.80,6233515
12-Nov-10,112.97,114.30,107.81,110.64,15511338
11-Nov-10,110.21,115.04,109.45,114.10,15478417
10-Nov-10,109.10,111.76,108.25,111.69,8880250
9-Nov-10,110.95,111.00,108.50,109.19,6980298
8-Nov-10,110.80,111.23,108.15,110.40,7340261
5-Nov-10,110.03,110.50,108.37,108.80,8387485
4-Nov-10,111.86,112.55,107.10,110.06,13969791
3-Nov-10,109.68,110.87,109.00,110.65,7566213
2-Nov-10,108.40,109.94,107.40,109.55,10307560
1-Nov-10,111.76,111.83,106.85,107.15,12219345
29-Oct-10,111.33,111.97,109.45,110.01,8427388
28-Oct-10,113.53,113.78,111.17,112.17,7026862
27-Oct-10,112.83,113.46,110.63,112.87,10176049
26-Oct-10,108.87,113.36,108.79,112.62,15264405
25-Oct-10,109.32,110.05,107.60,109.75,14689565
22-Oct-10,105.36,109.34,104.85,107.28,31742149
21-Oct-10,102.01,102.78,100.50,102.48,19832689
20-Oct-10,101.86,102.13,99.50,100.01,12266038
19-Oct-10,101.99,103.50,99.10,100.82,16226663
18-Oct-10,99.00,105.58,98.70,103.40,24282117
15-Oct-10,101.39,101.49,98.55,98.66,15107944
14-Oct-10,100.01,100.06,97.41,98.20,9249697
13-Oct-10,101.50,102.39,99.21,99.95,11515277
12-Oct-10,99.30,100.22,97.61,99.62,9738312
11-Oct-10,99.26,101.83,99.01,99.74,8845729
8-Oct-10,99.25,99.54,96.17,98.62,11292177
7-Oct-10,100.45,100.45,97.50,98.49,11334999
6-Oct-10,102.95,103.04,97.64,98.40,17642579
5-Oct-10,98.04,102.95,97.61,102.70,13751479
4-Oct-10,98.25,99.38,95.12,96.22,13440732
1-Oct-10,103.46,103.50,98.68,98.80,13835054
30-Sep-10,104.03,104.94,99.88,102.62,12916324
29-Sep-10,102.65,104.00,101.77,103.72,11559534
28-Sep-10,105.50,107.19,99.85,102.04,22835515
27-Sep-10,99.60,104.39,99.45,103.82,21024917
24-Sep-10,97.07,98.13,95.76,97.83,14033326
23-Sep-10,91.09,95.17,90.59,95.03,14892838
22-Sep-10,91.02,91.98,90.32,91.81,6212213
21-Sep-10,90.00,92.31,89.60,91.19,13476360
20-Sep-10,86.06,90.00,85.86,89.87,13070642
17-Sep-10,86.70,86.70,85.46,85.73,6454361
16-Sep-10,86.11,86.30,85.25,86.09,4618665
15-Sep-10,85.91,86.86,85.51,86.30,4933943
14-Sep-10,85.86,87.42,85.80,86.33,6575763
13-Sep-10,85.13,86.50,85.13,86.26,8762236
10-Sep-10,84.17,84.33,83.25,84.33,3991185
9-Sep-10,85.23,85.55,83.29,83.83,6163534
8-Sep-10,82.97,84.43,82.89,84.19,6492799
7-Sep-10,84.10,84.59,82.16,82.27,6776313
6-Sep-10,84.30,84.30,84.30,84.30,0
3-Sep-10,84.30,84.30,84.30,84.30,0
2-Sep-10,82.00,83.40,81.62,82.61,5603153
1-Sep-10,80.44,82.55,79.90,81.84,8963728
31-Aug-10,76.70,78.94,76.04,78.43,7707000
30-Aug-10,79.79,80.60,77.19,77.24,6741249
27-Aug-10,76.87,79.68,76.70,79.37,7558145
26-Aug-10,79.40,79.43,76.59,76.60,6350782
25-Aug-10,76.41,78.55,76.01,78.30,7717025
24-Aug-10,77.74,78.70,77.18,77.34,9620712
23-Aug-10,81.22,81.39,79.24,79.37,10254011
20-Aug-10,80.61,82.69,80.40,82.17,7907828
19-Aug-10,82.55,83.30,81.01,81.19,8081273
18-Aug-10,84.66,84.80,82.80,82.92,7659040
17-Aug-10,85.77,86.05,84.30,84.43,7173173
16-Aug-10,82.31,85.27,82.25,84.35,7419158
13-Aug-10,82.76,83.14,82.04,82.83,6509887
12-Aug-10,81.85,84.11,81.63,82.65,12296593
11-Aug-10,85.75,86.35,83.44,84.23,11825625
10-Aug-10,86.51,88.32,85.62,87.87,9246861
9-Aug-10,87.45,88.00,86.70,87.56,8802719
6-Aug-10,84.64,86.60,84.33,86.53,8706181
5-Aug-10,86.26,86.46,84.85,85.57,8044636
4-Aug-10,85.41,86.91,85.07,86.60,11710716
3-Aug-10,84.62,85.35,82.80,84.79,10146869
2-Aug-10,83.03,84.98,82.90,84.60,13599993
30-Jul-10,79.40,81.55,78.30,81.41,12327713
29-Jul-10,80.09,80.46,77.64,79.20,9387834
28-Jul-10,80.78,81.18,78.88,79.40,7752595
27-Jul-10,80.73,81.99,80.12,81.07,10740962
26-Jul-10,78.87,80.87,78.30,80.37,13939184
23-Jul-10,75.40,78.22,74.50,78.06,13315132
22-Jul-10,76.38,76.46,72.30,74.45,19752548
21-Jul-10,74.98,76.58,73.00,73.31,18796769
20-Jul-10,71.26,74.23,70.75,74.04,9720961
19-Jul-10,71.67,73.39,70.38,72.90,15400574
16-Jul-10,75.23,75.70,73.29,73.53,10384835
15-Jul-10,75.01,75.86,74.11,75.64,8534685
14-Jul-10,75.14,75.48,73.99,75.03,9502884
13-Jul-10,72.16,74.80,71.39,74.38,13455840
12-Jul-10,70.68,71.78,70.35,70.73,8285170
9-Jul-10,70.20,71.84,70.08,71.20,14952036
8-Jul-10,73.30,73.75,71.10,72.43,11407294
7-Jul-10,67.52,72.44,67.25,72.37,12816545
6-Jul-10,69.20,70.06,66.85,67.45,9666223
5-Jul-10,67.55,67.55,67.55,67.55,0
2-Jul-10,67.55,67.55,67.55,67.55,0
1-Jul-10,69.35,69.88,65.90,68.55,11549456
30-Jun-10,67.98,70.35,67.68,68.08,15200578
29-Jun-10,71.86,72.88,66.44,67.57,24172143
28-Jun-10,76.01,76.47,74.25,74.44,7559871
25-Jun-10,74.26,76.28,73.39,76.10,8867603
24-Jun-10,75.90,75.91,73.52,73.80,10594505
23-Jun-10,75.93,76.62,74.25,76.19,9874110
22-Jun-10,77.42,77.52,75.07,75.68,12330562
21-Jun-10,77.09,78.59,75.65,76.36,20528220
18-Jun-10,72.37,74.88,71.60,74.09,12010673
17-Jun-10,75.33,75.35,71.92,72.47,11775151
16-Jun-10,74.94,76.73,74.42,74.81,9779831
15-Jun-10,73.50,75.40,73.20,75.37,8277676
14-Jun-10,74.23,74.95,72.80,72.93,8260235
11-Jun-10,71.44,73.35,71.22,72.85,8576404
10-Jun-10,69.14,72.72,68.42,72.63,15016657
9-Jun-10,72.30,72.34,66.85,67.40,14883583
8-Jun-10,71.03,71.72,68.71,70.49,10859729
7-Jun-10,74.04,74.23,69.23,69.81,10300376
4-Jun-10,75.60,76.24,73.15,73.20,9173737
3-Jun-10,77.32,77.97,74.92,76.66,14230112
2-Jun-10,74.66,76.00,73.37,75.98,9430675
1-Jun-10,72.84,75.60,72.13,73.56,11880727
31-May-10,73.21,73.21,73.21,73.21,0
28-May-10,73.21,73.21,73.21,73.21,0
27-May-10,70.49,73.51,69.56,73.50,14046857
26-May-10,71.76,72.10,67.57,67.59,12467576
25-May-10,67.18,69.46,66.43,69.08,15888915
24-May-10,72.45,73.35,70.94,71.00,10665417
21-May-10,66.18,71.63,66.03,70.85,20719772
20-May-10,67.64,69.62,66.82,67.58,15770470
19-May-10,70.20,71.98,68.36,70.13,13591447
18-May-10,74.72,75.25,71.42,71.57,12507972
17-May-10,74.14,75.10,71.64,73.18,15387120
14-May-10,73.92,74.81,72.28,73.98,19573959
13-May-10,80.92,82.29,75.00,75.64,58874028
12-May-10,74.26,78.36,72.82,78.21,41843455
11-May-10,68.50,71.67,68.12,71.42,20997670
